timestamp,102,105,107,108,109,110,111,115,123,124,202,204,205,206,208,215,216,217,223,224,225,226,227,235,307,309,320,322,323,324,325,326,328,329,330,331,332,333,335,340,343,346,347,348,406,408,501,502,506,512,513,519,520,522,525,526,527,529,552,570,576,577,580,584,585,587,588,589,594,595,596,598,627,628,630,631,632,633,636,638,643,644,655,656,681,682,686,690,691,693,698,699,700,701,702,703,704,705,706,708,709,710,711,712,715,716,719,724,728,729,732,733,735,737,739,741,744,745,746,751,771,773,775,781,783,784,790,795,799,802,804,831,832,835,842,848,849,851,852,855,858,862,883,887,888,890,891,893,895,897,900,901,902,903,904,937,965,966,967,969,972,974,975,979,982,983,986,987,988,989,991,996,998,1000,1009,1011,1015,1026,1029,1031,1032,1037,1043,1049,1060,1061,1062,1066,1067,1068,1071,1072,1074,1075,1076,1081,1082,1083,1085,1086,1088,1090,1092,1093,1095,1096,1098,1099,1100,1101,1102,1104,1105,1106,1107,1109,1110,1111,1112,1113,1114,1115,1119,1121,1122,1124,1126,1131,1134,1137,1138,1143,1144,1149,1154,1156,1159,1160,1162,1163,1164,1166,1167,1168,1170,1172,1173
1,12,16,24,15,6,8,24,1,2,10,9,5,4,12,5,3,6,17,44,21,5,18,31,14,52,18,3,14,4,24,18,33,47,74,8,21,53,32,90,8,2,43,1,32,4,13,32,28,58,49,94,97,25,75,30,93,46,13,21,19,73,6,6,14,4,51,59,25,9,85,35,4,6,2,1,4,12,91,2,0,2,11,0,9,3,32,8,40,26,19,4,17,28,1,2,120,64,9,12,20,18,15,5,50,12,65,4,53,5,7,28,80,7,2,0,8,61,19,53,34,15,24,15,13,1,24,6,62,49,16,10,3,43,7,46,0,10,99,5,95,91,6,5,20,56,1,9,4,14,7,2,1,25,18,12,2,75,87,6,21,31,87,6,4,18,2,45,1,23,34,10,64,50,60,63,87,29,42,29,63,2,7,29,127,2,27,15,11,16,59,35,10,21,6,47,5,9,21,22,4,39,2,4,0,13,13,25,2,13,2,18,5,3,3,2,5,5,13,6,3,5,14,18,16,4,27,12,53,6,80,2,0,15,16,2,2,38,0,12,1,38,26,162,10,1,8,15
2,12,16,24,15,6,8,24,1,2,10,9,5,4,12,5,3,6,17,44,21,5,18,31,14,52,18,3,14,4,24,18,33,47,74,9,21,53,32,90,8,2,43,1,32,4,13,32,28,58,49,94,97,25,75,30,93,46,13,21,19,73,6,6,14,4,51,59,25,9,85,35,4,6,2,1,4,12,91,2,0,2,11,0,9,3,32,8,40,26,19,4,17,28,1,2,120,64,9,12,20,18,15,5,50,12,65,4,53,5,7,28,80,7,2,0,8,61,19,53,34,15,24,15,13,1,24,6,62,49,16,10,3,43,7,46,0,10,99,5,95,91,6,5,20,56,1,9,4,14,7,2,1,25,18,12,2,75,87,6,21,31,87,6,4,18,2,45,1,23,34,10,64,50,60,63,87,29,42,29,63,2,7,29,127,2,27,15,11,16,59,35,10,21,6,47,5,9,21,22,4,39,2,4,0,13,13,25,2,13,2,18,5,3,3,2,5,5,13,6,3,5,14,18,16,4,27,12,53,6,80,2,0,15,16,2,2,38,0,12,1,38,26,162,10,1,8,15
3,12,16,24,15,6,8,24,1,2,10,9,5,4,12,5,3,7,17,44,21,5,18,31,14,52,18,3,17,4,24,18,33,46,74,9,21,53,33,89,8,2,52,1,32,4,13,32,28,58,49,94,97,25,75,30,93,46,13,21,19,74,6,6,14,4,51,59,25,9,87,35,4,7,2,1,4,12,94,2,0,2,11,0,9,3,34,8,44,26,19,4,18,28,1,2,120,63,10,12,21,18,15,5,50,12,65,4,53,5,7,28,80,8,2,0,8,63,19,53,34,15,24,15,13,1,25,6,62,49,16,10,3,44,7,46,0,10,99,5,95,91,6,5,20,57,1,10,4,17,7,2,1,30,18,12,2,75,88,6,21,31,87,6,4,18,2,46,1,23,35,10,64,52,60,63,88,29,44,29,63,2,7,29,127,2,27,15,11,16,59,36,10,21,6,47,5,9,21,22,4,39,2,4,0,13,13,26,2,13,2,18,5,3,3,2,5,5,13,6,3,5,14,18,15,4,29,12,64,6,85,2,0,15,16,2,2,38,0,12,1,38,26,164,10,1,8,15
4,12,16,24,15,6,8,24,1,2,10,9,5,4,12,5,3,7,17,44,21,5,18,31,14,53,19,3,18,4,24,18,34,45,74,9,21,52,35,89,8,2,55,1,32,4,13,32,28,59,49,94,97,25,75,30,93,46,13,21,19,76,6,7,14,4,52,59,25,9,90,36,4,8,2,1,4,11,98,2,0,2,11,0,9,3,35,8,49,26,19,4,19,28,1,2,120,63,10,12,22,18,15,5,50,12,66,4,53,5,6,29,80,10,2,0,8,65,19,53,34,16,24,16,14,1,27,6,62,49,15,10,3,46,7,46,0,10,99,5,96,92,6,5,20,57,1,12,3,20,7,2,1,31,18,12,2,76,89,6,21,32,88,6,4,19,2,46,1,23,35,10,65,54,60,63,88,29,46,30,64,2,7,29,127,2,27,15,11,16,59,36,10,21,6,48,5,9,21,22,4,40,2,4,0,13,13,26,2,12,2,18,5,3,3,2,5,5,13,6,3,5,14,18,15,4,31,12,66,6,89,2,0,15,17,2,2,37,0,12,1,38,26,166,10,1,8,15
5,12,16,24,15,6,8,24,1,2,10,9,5,4,12,5,3,7,17,44,21,5,17,31,14,53,19,3,18,4,24,18,34,45,74,9,21,52,36,88,8,2,57,1,32,4,13,32,28,59,49,94,96,25,75,30,93,46,13,21,19,76,6,8,14,5,52,59,25,9,91,36,4,10,2,1,5,11,100,2,0,2,11,0,9,3,36,8,51,26,19,4,20,28,1,2,120,62,10,12,22,18,15,5,50,12,66,4,53,5,6,29,80,11,2,0,8,66,19,53,34,16,24,16,14,1,27,6,62,49,15,10,3,46,7,46,0,10,99,5,97,92,6,5,20,58,1,13,3,23,7,2,1,33,18,12,2,76,90,6,21,32,88,6,4,19,2,47,1,23,35,10,65,56,60,63,88,29,46,31,64,2,7,29,127,2,27,15,11,16,59,37,10,21,6,48,5,9,21,22,4,40,2,4,0,13,13,27,2,12,2,18,5,3,3,2,5,5,13,6,3,5,14,18,15,4,31,12,70,6,92,2,0,15,17,2,2,37,0,12,1,38,26,168,10,1,8,15
6,12,16,25,15,6,8,24,1,2,10,10,5,4,12,5,3,7,17,44,21,5,17,31,14,53,19,3,18,4,24,18,34,45,74,9,21,52,37,88,8,2,57,1,32,4,13,32,28,59,49,94,96,26,75,30,93,45,13,21,19,77,6,8,14,5,52,59,25,9,94,37,4,11,2,1,5,11,103,2,0,2,11,0,9,3,36,8,54,26,19,4,21,28,1,2,120,62,10,12,23,18,15,4,50,12,66,4,53,5,6,29,80,12,2,0,8,68,19,53,34,16,24,17,14,1,28,6,62,49,15,10,3,48,7,46,0,10,99,5,98,92,6,5,20,58,1,14,3,26,7,2,1,34,18,12,2,76,90,6,21,32,87,6,4,19,2,47,1,23,35,10,65,59,60,63,88,29,46,32,63,2,7,29,127,2,27,15,11,16,60,38,10,21,6,48,5,9,21,22,4,41,2,4,0,13,13,27,2,12,2,18,5,3,3,2,5,5,13,6,3,5,14,18,15,4,32,12,71,6,94,2,0,15,17,2,2,37,0,12,1,39,26,170,10,1,8,15
7,12,16,25,15,6,8,24,1,2,10,10,5,4,12,5,3,6,17,44,21,5,17,30,14,53,19,3,18,4,24,18,34,45,74,9,21,52,38,88,8,2,56,1,32,4,13,32,28,59,49,94,95,26,75,30,93,45,13,21,19,77,6,9,14,5,52,59,25,9,95,37,4,12,2,1,5,11,104,2,0,2,11,0,9,3,36,8,54,26,19,4,22,28,1,2,120,62,10,12,23,18,15,4,51,12,66,4,53,5,6,29,80,12,2,0,8,68,19,53,34,16,24,18,14,1,28,6,62,49,15,10,3,48,7,46,0,10,99,5,98,92,6,5,20,58,1,14,3,27,7,2,1,35,18,12,2,76,90,6,21,32,87,6,4,19,2,47,1,23,35,10,65,60,60,63,88,29,46,32,63,2,7,29,127,2,27,15,11,16,60,38,10,21,6,48,5,9,21,22,4,41,2,4,0,13,13,27,2,12,2,18,5,3,3,2,5,5,13,6,3,5,14,18,15,4,32,12,72,6,94,2,0,15,17,2,2,36,0,12,1,39,26,170,10,1,8,15
8,12,16,25,15,6,8,24,1,2,10,10,5,4,12,5,3,6,17,45,21,5,17,30,14,53,19,3,17,4,24,18,34,45,74,9,21,52,38,88,8,2,56,1,32,4,13,32,28,59,49,94,95,26,75,30,93,45,13,21,19,77,6,10,14,5,52,59,25,9,96,37,4,12,2,1,5,11,104,2,0,2,11,0,9,3,36,8,54,26,19,4,22,28,1,2,120,62,10,12,23,18,15,4,51,12,67,4,53,5,6,29,80,13,2,0,8,68,19,53,34,16,24,18,14,1,28,6,62,49,15,10,3,48,7,46,0,10,99,5,98,91,6,5,20,59,1,14,3,29,7,2,1,36,18,12,2,76,90,6,21,32,87,6,4,19,2,47,1,23,35,10,65,60,60,63,87,29,47,33,63,2,7,29,127,2,27,15,11,16,60,38,10,21,6,48,5,9,21,23,4,41,2,4,0,13,13,27,2,12,2,18,5,3,3,2,5,5,13,6,3,5,14,18,15,4,33,12,75,6,95,2,0,15,17,2,2,36,0,12,1,39,26,171,10,1,8,15
9,12,15,24,15,6,8,24,1,2,10,10,5,4,13,5,3,6,17,45,21,5,17,30,15,52,19,3,17,4,24,18,34,44,74,9,21,52,39,87,8,2,55,0,32,4,12,32,28,60,49,94,95,27,75,29,93,46,13,21,19,76,6,11,14,5,52,59,26,9,97,38,4,13,3,1,5,11,104,2,0,2,11,0,9,3,35,8,53,26,20,4,23,28,1,2,120,62,10,12,22,18,15,4,52,12,67,4,53,5,6,28,79,13,2,0,8,66,19,53,34,16,24,19,14,1,27,6,62,49,15,10,3,48,7,46,0,10,99,4,97,90,7,5,20,59,1,15,2,29,7,2,1,36,18,12,2,76,89,6,21,32,88,6,4,19,2,48,1,23,36,10,65,59,60,62,88,29,48,32,64,2,7,29,126,2,27,15,11,16,60,38,11,21,6,47,5,9,21,22,4,40,3,4,0,13,13,26,2,12,2,18,5,3,3,2,5,5,13,6,3,5,14,18,15,4,35,12,75,6,96,2,0,15,18,2,2,36,0,13,1,40,25,171,10,1,8,15
10,12,15,24,15,6,8,24,1,2,10,10,5,4,13,5,3,6,17,46,21,5,17,30,15,52,19,3,18,4,24,18,34,44,74,9,21,52,38,87,9,2,55,0,32,4,12,32,28,60,49,94,95,27,75,29,93,46,13,21,19,76,6,12,14,6,52,59,26,9,98,38,4,13,3,1,4,11,105,2,0,2,11,0,9,3,35,8,53,26,20,4,23,28,1,2,120,62,11,12,22,18,15,4,52,12,68,4,53,5,6,28,79,14,2,0,8,65,19,53,34,16,24,18,14,1,27,6,62,49,15,10,3,48,7,46,0,10,99,4,96,90,7,5,20,59,1,15,2,30,7,2,1,37,18,12,2,76,89,6,21,32,88,6,4,19,2,48,1,23,36,10,65,60,60,62,88,29,49,32,64,2,7,29,126,2,27,15,11,16,60,38,11,21,6,47,5,9,21,22,4,40,3,4,0,13,13,26,2,12,2,18,5,3,3,2,5,5,13,6,3,5,14,18,15,4,36,12,78,6,97,2,0,15,18,2,2,36,0,13,1,40,25,171,10,1,8,15
11,12,15,24,15,6,8,24,1,2,10,10,5,4,13,5,3,6,17,46,21,5,17,30,15,52,19,3,18,4,24,18,34,44,74,9,21,52,38,87,10,2,55,0,32,4,12,32,28,60,49,94,95,27,75,29,93,46,13,21,19,75,6,12,14,6,52,59,26,9,99,38,4,13,3,1,4,11,106,2,0,2,11,0,9,3,34,8,52,26,20,4,23,28,1,2,120,62,11,12,22,18,15,4,52,12,68,4,53,5,6,28,79,14,2,0,8,64,19,53,34,16,24,17,14,1,27,6,62,49,15,10,3,47,7,46,0,10,99,4,96,89,7,5,20,59,1,15,2,30,7,2,1,38,18,12,2,76,89,6,21,32,88,6,4,19,2,49,1,23,36,10,65,60,60,62,87,29,50,32,64,2,7,29,126,2,27,15,11,16,60,38,11,21,6,47,5,9,21,22,4,40,3,4,0,13,13,26,2,12,2,18,5,3,3,2,5,5,13,6,3,5,14,18,15,4,36,12,76,6,99,2,0,15,18,2,2,35,0,13,1,40,25,170,10,1,8,15
