hour,dow,total_occupancy,total_volume,mean_price,is_weekend,occupancy_rate
0,6,6015,6214.9857778029955,0.9110176213198383,1,0.631496062992126
0,6,6016,9513.135833311002,0.9110176213198383,1,0.6316010498687664
0,6,6087,9903.051666614003,0.9110176213198383,1,0.6390551181102362
0,6,6156,11002.392222215,0.9110176213198383,1,0.6462992125984252
0,6,6193,11473.318055602005,0.9110176213198383,1,0.6501837270341208
0,6,6234,11827.289583552,0.9110176213198383,1,0.654488188976378
0,6,6241,11977.983333342998,0.9110176213198383,1,0.6552230971128609
0,6,6256,12000.285555613,0.9110176213198383,1,0.6567979002624672
0,6,6256,12180.688333334,0.9110176213198383,1,0.6567979002624672
0,6,6270,12269.275000097,0.9110176213198383,1,0.658267716535433
0,6,6266,12282.208333364002,0.9110176213198383,1,0.6578477690288714
0,6,6273,12199.643333258999,0.9110176213198383,1,0.6585826771653543
1,6,6267,12097.337777756,0.9110176213198383,1,0.6579527559055118
1,6,6267,12067.483333305996,0.9110176213198383,1,0.6579527559055118
1,6,6264,11922.422917097998,0.9110176213198383,1,0.6576377952755905
1,6,6261,11894.536666587996,0.9110176213198383,1,0.6573228346456693
1,6,6256,11914.941666587998,0.9110176213198383,1,0.6567979002624672
1,6,6261,11797.435832961997,0.9110176213198383,1,0.6573228346456693
1,6,6256,11690.774999968,0.9110176213198383,1,0.6567979002624672
1,6,6249,11664.649999968,0.9110176213198383,1,0.6560629921259843
1,6,6242,11565.922499524,0.9110176213198383,1,0.6553280839895013
1,6,6234,11476.452499919002,0.9110176213198383,1,0.654488188976378
1,6,6221,11428.597222146002,0.9110176213198383,1,0.6531233595800525
1,6,6212,11322.096666559004,0.9110176213198383,1,0.6521784776902887
2,6,6208,11151.645277853004,0.9110176213198383,1,0.651758530183727
2,6,6192,10968.834166713003,0.9110176213198383,1,0.6500787401574804
2,6,6192,10915.510416649002,0.9110176213198383,1,0.6500787401574804
2,6,6189,10976.976111201,0.9110176213198383,1,0.649763779527559
2,6,6189,10930.217499769,0.9110176213198383,1,0.649763779527559
2,6,6189,10746.06805499,0.9110176213198383,1,0.649763779527559
2,6,6189,10621.326388764997,0.9110176213198383,1,0.649763779527559
2,6,6181,10631.503333254996,0.9110176213198383,1,0.6489238845144357
2,6,6181,10636.076666579997,0.9110176213198383,1,0.6489238845144357
2,6,6178,10630.983333277994,0.9110176213198383,1,0.6486089238845144
2,6,6176,10616.780833310995,0.9110176213198383,1,0.6483989501312336
2,6,6174,10690.797222063995,0.9110176213198383,1,0.6481889763779528
3,6,6166,10675.861111435994,0.9110176213198383,1,0.6473490813648294
3,6,6160,10650.816666704994,0.9110176213198383,1,0.6467191601049869
3,6,6152,10471.759166598995,0.9110176213198383,1,0.6458792650918636
3,6,6153,10366.316666628996,0.9110176213198383,1,0.645984251968504
3,6,6152,10358.566666628996,0.9110176213198383,1,0.6458792650918636
3,6,6154,10394.08499941,0.9110176213198383,1,0.6460892388451444
3,6,6160,10411.316666591994,0.9110176213198383,1,0.6467191601049869
3,6,6163,10475.024305386998,0.9110176213198383,1,0.6470341207349082
3,6,6164,10507.358333320999,0.9110176213198383,1,0.6471391076115486
3,6,6172,10507.358333320999,0.9110176213198383,1,0.6479790026246719
3,6,6173,10562.778333382998,0.9110176213198383,1,0.6480839895013123
3,6,6179,10588.858333346,0.9110176213198383,1,0.6487139107611548
4,6,6178,10741.562499985997,0.9110176213198383,1,0.6486089238845144
4,6,6178,10816.774999985999,0.9110176213198383,1,0.6486089238845144
4,6,6177,10816.774999985999,0.9110176213198383,1,0.648503937007874
4,6,6177,10809.879722693,0.9110176213198383,1,0.648503937007874
4,6,6171,10806.733333323,0.9110176213198383,1,0.6478740157480315
4,6,6176,10806.733333323,0.9110176213198383,1,0.6483989501312336
4,6,6170,10802.673332966002,0.9110176213198383,1,0.6477690288713911
4,6,6172,10800.733333232003,0.9110176213198383,1,0.6479790026246719
4,6,6175,10779.933333202001,0.9110176213198383,1,0.6482939632545932
4,6,6180,10911.983333392,0.9110176213198383,1,0.6488188976377953
4,6,6183,10982.608333171002,0.9110176213198383,1,0.6491338582677165
4,6,6189,10971.219444251003,0.9110176213198383,1,0.649763779527559
5,6,6182,10997.676666501005,0.9110176213198383,1,0.6490288713910761
5,6,6183,11014.024999841002,0.9110176213198383,1,0.6491338582677165
5,6,6186,11007.158333181002,0.9110176213198383,1,0.6494488188976378
5,6,6185,11083.120833301005,0.9110176213198383,1,0.6493438320209973
5,6,6187,11119.774999841002,0.9110176213198383,1,0.6495538057742782
5,6,6198,11103.950000151,0.9110176213198383,1,0.6507086614173229
5,6,6197,11292.636111203004,0.9110176213198383,1,0.6506036745406825
5,6,6211,11388.599999465003,0.9110176213198383,1,0.6520734908136483
5,6,6218,11387.816666465003,0.9110176213198383,1,0.6528083989501312
5,6,6230,11651.486666586005,0.9110176213198383,1,0.6540682414698162
5,6,6240,11775.566666516004,0.9110176213198383,1,0.6551181102362205
5,6,6253,11984.019444866004,0.9110176213198383,1,0.6564829396325459
6,6,6259,12085.150000016003,0.9110176213198383,1,0.6571128608923884
6,6,6259,12085.150000016003,0.9110176213198383,1,0.6571128608923884
6,6,6251,12077.069999586003,0.9110176213198383,1,0.6562729658792651
6,6,6255,12073.149999945002,0.9110176213198383,1,0.6566929133858268
6,6,6258,12073.149999945002,0.9110176213198383,1,0.657007874015748
6,6,6260,12220.43999968,0.9110176213198383,1,0.6572178477690289
6,6,6264,12287.650000053005,0.9110176213198383,1,0.6576377952755905
6,6,6263,12317.683333225003,0.9110176213198383,1,0.6575328083989501
6,6,6265,12331.816666736007,0.9110176213198383,1,0.6577427821522309
6,6,6262,12531.796666541008,0.9110176213198383,1,0.6574278215223097
6,6,6268,12628.816666706001,0.9110176213198383,1,0.6580577427821522
6,6,6269,12628.816666706001,0.9110176213198383,1,0.6581627296587926
7,6,6252,12803.424861013003,0.9320034182955467,1,0.6563779527559055
7,6,6242,12886.858333101003,0.9320034182955467,1,0.6553280839895013
7,6,6228,12886.858333101003,0.9320034182955467,1,0.6538582677165354
7,6,6187,12625.483333335002,0.9320034182955467,1,0.6495538057742782
7,6,6170,12504.358333299004,0.9320034182955467,1,0.6477690288713911
7,6,6124,12396.464999904003,0.9320034182955467,1,0.6429396325459318
7,6,6107,12345.691666738003,0.9320034182955467,1,0.6411548556430446
7,6,6064,12027.269166708005,0.9320034182955467,1,0.6366404199475065
7,6,6038,11863.233333217007,0.9320034182955467,1,0.6339107611548557
7,6,6003,11863.233333217007,0.9320034182955467,1,0.630236220472441
7,6,5943,11545.660833157002,0.9320034182955467,1,0.6239370078740157
7,6,5902,11402.983333308008,0.9320034182955467,1,0.6196325459317585
8,6,5818,10592.694027723002,0.9606711329838058,1,0.6108136482939632
8,6,5778,10181.441666728997,0.9606711329838058,1,0.6066141732283464
8,6,5723,10181.441666728997,0.9606711329838058,1,0.6008398950131234
8,6,5640,9171.841388798002,0.9606711329838058,1,0.5921259842519685
8,6,5588,8711.150000002997,0.9606711329838058,1,0.5866666666666667
8,6,5531,8711.150000002997,0.9606711329838058,1,0.5806824146981627
8,6,5465,7996.186666585002,0.9606711329838058,1,0.573753280839895
8,6,5420,7659.733333249,0.9606711329838058,1,0.5690288713910762
8,6,5371,7632.1366665820005,0.9606711329838058,1,0.5638845144356955
8,6,5322,7139.686249917999,0.9606711329838058,1,0.5587401574803149
8,6,5285,6924.274999926,0.9606711329838058,1,0.5548556430446194
8,6,5259,6963.701111112,0.9606711329838058,1,0.5521259842519685
9,6,5234,6866.049333335,0.9766075188947367,1,0.549501312335958
9,6,5209,6810.79166652,0.9766075188947367,1,0.5468766404199475
9,6,5184,6819.4899998539995,0.9766075188947367,1,0.544251968503937
9,6,5129,6480.394583157996,0.9766075188947367,1,0.538477690288714
9,6,5102,6295.094722117,0.9766075188947367,1,0.5356430446194226
9,6,5071,6245.688055515,0.9766075188947367,1,0.5323884514435695
9,6,5054,6229.041666643,0.9766075188947367,1,0.5306036745406825
9,6,5037,6199.171666646999,0.9766075188947367,1,0.5288188976377953
9,6,4992,6034.949999880003,0.9766075188947367,1,0.5240944881889764
9,6,4970,5950.082083156999,0.9766075188947367,1,0.5217847769028872
9,6,4936,5966.514999833001,0.9766075188947367,1,0.5182152230971129
9,6,4906,5788.317777789999,0.9766075188947367,1,0.5150656167979003
10,6,4880,5685.0672221979985,0.9993232357854253,1,0.5123359580052493
10,6,4855,5676.791666591998,0.9993232357854253,1,0.5097112860892389
10,6,4824,5556.012916621998,0.9993232357854253,1,0.5064566929133858
10,6,4799,5466.272222136999,0.9993232357854253,1,0.5038320209973753
10,6,4774,5418.2283332339985,0.9993232357854253,1,0.5012073490813649
10,6,4743,5253.136111125003,0.9993232357854253,1,0.4979527559055118
10,6,4736,5170.1100000000015,0.9993232357854253,1,0.4972178477690289
10,6,4715,5199.832638889999,0.9993232357854253,1,0.49501312335958003
10,6,4722,5254.303333483002,0.9993232357854253,1,0.495748031496063
10,6,4723,5209.209999961999,0.9993232357854253,1,0.4958530183727034
10,6,4717,5220.229722167002,0.9993232357854253,1,0.4952230971128609
10,6,4720,5266.271527663001,0.9993232357854253,1,0.49553805774278215
11,6,4709,5228.361111178,0.9993232357854253,1,0.4943832020997375
11,6,4708,5202.599444385001,0.9993232357854253,1,0.4942782152230971
11,6,4702,5210.787499918,0.9993232357854253,1,0.4936482939632546
11,6,4695,5244.615000173,0.9993232357854253,1,0.49291338582677163
11,6,4694,5258.708333216999,0.9993232357854253,1,0.49280839895013123
11,6,4681,5292.254999801998,0.9993232357854253,1,0.49144356955380575
11,6,4684,5296.253889018001,0.9833868498704454,1,0.49175853018372706
11,6,4678,5290.875000028999,0.9833868498704454,1,0.4911286089238845
11,6,4693,5513.611110942001,0.9833868498704454,1,0.49270341207349083
11,6,4696,5620.041666630001,0.9833868498704454,1,0.4930183727034121
11,6,4709,5620.041666630001,0.9833868498704454,1,0.4943832020997375
11,6,4715,5757.495416663004,0.9833868498704454,1,0.49501312335958003
12,6,4729,5819.250000114006,0.9606711329838058,1,0.4964829396325459
12,6,4747,6020.960000111004,0.9606711329838058,1,0.4983727034120735
12,6,4770,6330.107638868002,0.9606711329838058,1,0.5007874015748032
12,6,4790,6419.241666577999,0.9606711329838058,1,0.5028871391076115
12,6,4806,6660.9133331919975,0.9606711329838058,1,0.5045669291338583
12,6,4832,7015.983610899999,0.9606711329838058,1,0.5072965879265092
12,6,4853,7192.480555543999,0.9606711329838058,1,0.509501312335958
12,6,4885,7456.672500267001,0.9606711329838058,1,0.5128608923884515
12,6,4897,7610.483333280999,0.9606711329838058,1,0.5141207349081365
12,6,4918,7645.052777658003,0.9606711329838058,1,0.5163254593175853
12,6,4927,7762.583333223002,0.9606711329838058,1,0.517270341207349
12,6,4927,7855.191110719002,0.9606711329838058,1,0.517270341207349
13,6,4932,7913.059166542002,0.9606711329838058,1,0.5177952755905512
13,6,4931,7880.332777588001,0.9606711329838058,1,0.5176902887139108
13,6,4930,7855.124999841001,0.9606711329838058,1,0.5175853018372704
13,6,4927,7860.731249841002,0.9606711329838058,1,0.517270341207349
13,6,4918,7870.862499872,0.9589707281255062,1,0.5163254593175853
13,6,4909,7835.615555491001,0.9589707281255062,1,0.5153805774278215
13,6,4896,7766.90666648,0.9589707281255062,1,0.5140157480314961
13,6,4877,7637.657777779,0.9589707281255062,1,0.5120209973753281
13,6,4869,7590.083333424,0.9589707281255062,1,0.5111811023622047
13,6,4850,7410.683333418,0.9589707281255062,1,0.5091863517060368
13,6,4833,7243.391666540996,0.9589707281255062,1,0.5074015748031496
13,6,4809,7024.756388864997,0.9589707281255062,1,0.5048818897637796
14,6,4789,6845.155833281,0.9990803208056681,1,0.5027821522309711
14,6,4756,6593.583610998999,0.9990803208056681,1,0.4993175853018373
14,6,4734,6411.321666567,0.9990803208056681,1,0.49700787401574803
14,6,4710,6127.6397221089965,0.9990803208056681,1,0.494488188976378
14,6,4693,5948.738333396998,0.9990803208056681,1,0.49270341207349083
14,6,4674,5753.388333382999,0.9990803208056681,1,0.49070866141732283
14,6,4646,5500.434999963999,0.9990803208056681,1,0.48776902887139106
14,6,4630,5471.161250074998,0.9990803208056681,1,0.4860892388451444
14,6,4613,5454.1991668619985,0.9990803208056681,1,0.48430446194225724
14,6,4604,5343.397777852001,0.9990803208056681,1,0.48335958005249346
14,6,4591,5301.541666757998,0.9990803208056681,1,0.481994750656168
14,6,4586,5302.634166757997,0.9990803208056681,1,0.48146981627296587
